,Year,Cause Name,State,Deaths,Age-adjusted Death Rate,Underlying Cause,113 Code
2437,2013,Alzheimer's disease,Tennessee,2536,36.9,Alzheimer's disease ,G30
2438,2013,Alzheimer's disease,Texas,5293,24.3,Alzheimer's disease ,G30
2440,2013,Alzheimer's disease,Utah,412,19.4,Alzheimer's disease ,G30
2441,2013,Alzheimer's disease,Vermont,269,32.9,Alzheimer's disease ,G30
2442,2013,Alzheimer's disease,Virginia,1642,19.7,Alzheimer's disease ,G30
2443,2013,Alzheimer's disease,Washington,3277,43.6,Alzheimer's disease ,G30
2444,2013,Alzheimer's disease,West Virginia,590,24.6,Alzheimer's disease ,G30
2445,2013,Alzheimer's disease,Wisconsin,1671,22.7,Alzheimer's disease ,G30
2446,2013,Alzheimer's disease,Wyoming,126,21.0,Alzheimer's disease ,G30
2447,2013,Stroke,Alabama,2604,48.1,Cerebrovascular diseases ,I60-I69
2448,2013,Stroke,Alaska,189,40.7,Cerebrovascular diseases ,I60-I69
2449,2013,Stroke,Arizona,2162,28.6,Cerebrovascular diseases ,I60-I69
2450,2013,Stroke,Arkansas,1637,47.6,Cerebrovascular diseases ,I60-I69
2451,2013,Stroke,California,13698,34.9,Cerebrovascular diseases ,I60-I69
2452,2013,Stroke,Colorado,1588,32.0,Cerebrovascular diseases ,I60-I69
2453,2013,Stroke,Connecticut,1348,28.3,Cerebrovascular diseases ,I60-I69
2454,2013,Stroke,Delaware,409,37.0,Cerebrovascular diseases ,I60-I69
2455,2013,Stroke,District of Columbia,187,30.1,Cerebrovascular diseases ,I60-I69
2456,2013,Stroke,Florida,8698,30.6,Cerebrovascular diseases ,I60-I69
2457,2013,Stroke,Georgia,3694,41.4,Cerebrovascular diseases ,I60-I69
2458,2013,Stroke,Hawaii,634,34.9,Cerebrovascular diseases ,I60-I69
2459,2013,Stroke,Idaho,598,35.4,Cerebrovascular diseases ,I60-I69
2460,2013,Stroke,Illinois,5294,36.7,Cerebrovascular diseases ,I60-I69
2461,2013,Stroke,Indiana,2996,40.7,Cerebrovascular diseases ,I60-I69
2462,2013,Stroke,Iowa,1409,33.9,Cerebrovascular diseases ,I60-I69
2463,2013,Stroke,Kansas,1320,38.1,Cerebrovascular diseases ,I60-I69
2464,2013,Stroke,Kentucky,1990,41.7,Cerebrovascular diseases ,I60-I69
2465,2013,Stroke,Louisiana,2098,44.0,Cerebrovascular diseases ,I60-I69
2466,2013,Stroke,Maine,620,33.4,Cerebrovascular diseases ,I60-I69
2467,2013,Stroke,Maryland,2315,36.1,Cerebrovascular diseases ,I60-I69
2468,2013,Stroke,Massachusetts,2354,27.7,Cerebrovascular diseases ,I60-I69
2469,2013,Stroke,Michigan,4373,36.3,Cerebrovascular diseases ,I60-I69
2470,2013,Stroke,Minnesota,2073,32.0,Cerebrovascular diseases ,I60-I69
2471,2013,Stroke,Mississippi,1500,47.2,Cerebrovascular diseases ,I60-I69
2472,2013,Stroke,Missouri,2935,40.6,Cerebrovascular diseases ,I60-I69
2473,2013,Stroke,Montana,480,37.6,Cerebrovascular diseases ,I60-I69
2474,2013,Stroke,Nebraska,820,36.4,Cerebrovascular diseases ,I60-I69
2475,2013,Stroke,Nevada,905,33.3,Cerebrovascular diseases ,I60-I69
2476,2013,Stroke,New Hampshire,441,27.6,Cerebrovascular diseases ,I60-I69
2477,2013,Stroke,New Jersey,3456,32.4,Cerebrovascular diseases ,I60-I69
2478,2013,Stroke,New Mexico,689,30.0,Cerebrovascular diseases ,I60-I69
2479,2013,Stroke,New York,6176,26.3,Cerebrovascular diseases ,I60-I69
2480,2013,Stroke,North Carolina,4503,42.4,Cerebrovascular diseases ,I60-I69
2481,2013,Stroke,North Dakota,306,32.4,Cerebrovascular diseases ,I60-I69
2482,2013,Stroke,Ohio,5690,39.9,Cerebrovascular diseases ,I60-I69
2483,2013,Stroke,Oklahoma,1880,44.5,Cerebrovascular diseases ,I60-I69
2484,2013,Stroke,Oregon,1775,37.3,Cerebrovascular diseases ,I60-I69
2485,2013,Stroke,Pennsylvania,6604,37.2,Cerebrovascular diseases ,I60-I69
2486,2013,Stroke,Rhode Island,397,27.7,Cerebrovascular diseases ,I60-I69
2487,2013,Stroke,South Carolina,2508,47.6,Cerebrovascular diseases ,I60-I69
2488,2013,Stroke,South Dakota,418,38.0,Cerebrovascular diseases ,I60-I69
2489,2013,Stroke,Tennessee,3157,44.4,Cerebrovascular diseases ,I60-I69
2490,2013,Stroke,Texas,9283,40.2,Cerebrovascular diseases ,I60-I69
2492,2013,Stroke,Utah,836,38.2,Cerebrovascular diseases ,I60-I69
2493,2013,Stroke,Vermont,260,31.7,Cerebrovascular diseases ,I60-I69
2494,2013,Stroke,Virginia,3287,38.6,Cerebrovascular diseases ,I60-I69
2495,2013,Stroke,Washington,2652,35.5,Cerebrovascular diseases ,I60-I69
2496,2013,Stroke,West Virginia,983,40.7,Cerebrovascular diseases ,I60-I69
2497,2013,Stroke,Wisconsin,2536,36.0,Cerebrovascular diseases ,I60-I69
2498,2013,Stroke,Wyoming,213,35.1,Cerebrovascular diseases ,I60-I69
2499,2013,CLRD,Alabama,3043,54.8,Chronic lower respiratory diseases ,J40-J47
2500,2013,CLRD,Alaska,197,37.9,Chronic lower respiratory diseases ,J40-J47
2501,2013,CLRD,Arizona,3345,43.5,Chronic lower respiratory diseases ,J40-J47
2502,2013,CLRD,Arkansas,2090,60.1,Chronic lower respiratory diseases ,J40-J47
2503,2013,CLRD,California,13598,35.3,Chronic lower respiratory diseases ,J40-J47
2504,2013,CLRD,Colorado,2297,45.9,Chronic lower respiratory diseases ,J40-J47
2505,2013,CLRD,Connecticut,1348,29.7,Chronic lower respiratory diseases ,J40-J47
2506,2013,CLRD,Delaware,482,43.5,Chronic lower respiratory diseases ,J40-J47
2507,2013,CLRD,District of Columbia,150,25.0,Chronic lower respiratory diseases ,J40-J47
2508,2013,CLRD,Florida,11379,39.9,Chronic lower respiratory diseases ,J40-J47
2509,2013,CLRD,Georgia,4172,45.4,Chronic lower respiratory diseases ,J40-J47
2510,2013,CLRD,Hawaii,279,15.6,Chronic lower respiratory diseases ,J40-J47
2511,2013,CLRD,Idaho,808,46.7,Chronic lower respiratory diseases ,J40-J47
2512,2013,CLRD,Illinois,5532,39.3,Chronic lower respiratory diseases ,J40-J47
2513,2013,CLRD,Indiana,4266,58.4,Chronic lower respiratory diseases ,J40-J47
2514,2013,CLRD,Iowa,1892,47.8,Chronic lower respiratory diseases ,J40-J47
2515,2013,CLRD,Kansas,1673,50.3,Chronic lower respiratory diseases ,J40-J47
2516,2013,CLRD,Kentucky,3187,64.6,Chronic lower respiratory diseases ,J40-J47
2517,2013,CLRD,Louisiana,2274,47.3,Chronic lower respiratory diseases ,J40-J47
2518,2013,CLRD,Maine,902,49.1,Chronic lower respiratory diseases ,J40-J47
2519,2013,CLRD,Maryland,2051,32.5,Chronic lower respiratory diseases ,J40-J47
2520,2013,CLRD,Massachusetts,2572,31.7,Chronic lower respiratory diseases ,J40-J47
2521,2013,CLRD,Michigan,5539,46.7,Chronic lower respiratory diseases ,J40-J47
2522,2013,CLRD,Minnesota,2287,37.1,Chronic lower respiratory diseases ,J40-J47
2523,2013,CLRD,Mississippi,1755,54.3,Chronic lower respiratory diseases ,J40-J47
2524,2013,CLRD,Missouri,3798,52.9,Chronic lower respiratory diseases ,J40-J47
2525,2013,CLRD,Montana,647,50.7,Chronic lower respiratory diseases ,J40-J47
2526,2013,CLRD,Nebraska,1032,47.7,Chronic lower respiratory diseases ,J40-J47
2527,2013,CLRD,Nevada,1482,54.1,Chronic lower respiratory diseases ,J40-J47
2528,2013,CLRD,New Hampshire,668,42.0,Chronic lower respiratory diseases ,J40-J47
2529,2013,CLRD,New Jersey,3245,31.1,Chronic lower respiratory diseases ,J40-J47
2530,2013,CLRD,New Mexico,1052,44.7,Chronic lower respiratory diseases ,J40-J47
2531,2013,CLRD,New York,7110,30.7,Chronic lower respiratory diseases ,J40-J47
2532,2013,CLRD,North Carolina,4987,46.3,Chronic lower respiratory diseases ,J40-J47
2533,2013,CLRD,North Dakota,331,38.2,Chronic lower respiratory diseases ,J40-J47
2534,2013,CLRD,Ohio,7007,49.7,Chronic lower respiratory diseases ,J40-J47
2535,2013,CLRD,Oklahoma,2680,62.4,Chronic lower respiratory diseases ,J40-J47
2536,2013,CLRD,Oregon,2029,43.0,Chronic lower respiratory diseases ,J40-J47
2537,2013,CLRD,Pennsylvania,6716,39.3,Chronic lower respiratory diseases ,J40-J47
2538,2013,CLRD,Rhode Island,476,34.7,Chronic lower respiratory diseases ,J40-J47
2539,2013,CLRD,South Carolina,2756,50.8,Chronic lower respiratory diseases ,J40-J47
2540,2013,CLRD,South Dakota,416,39.3,Chronic lower respiratory diseases ,J40-J47
2541,2013,CLRD,Tennessee,3904,53.2,Chronic lower respiratory diseases ,J40-J47
2542,2013,CLRD,Texas,9800,42.4,Chronic lower respiratory diseases ,J40-J47
2544,2013,CLRD,Utah,718,32.0,Chronic lower respiratory diseases ,J40-J47
2545,2013,CLRD,Vermont,353,44.1,Chronic lower respiratory diseases ,J40-J47
2546,2013,CLRD,Virginia,3181,37.3,Chronic lower respiratory diseases ,J40-J47
2547,2013,CLRD,Washington,2933,39.4,Chronic lower respiratory diseases ,J40-J47
2548,2013,CLRD,West Virginia,1590,64.6,Chronic lower respiratory diseases ,J40-J47
2549,2013,CLRD,Wisconsin,2789,40.3,Chronic lower respiratory diseases ,J40-J47
2550,2013,CLRD,Wyoming,387,63.1,Chronic lower respiratory diseases ,J40-J47
2551,2013,Diabetes,Alabama,1349,24.3,Diabetes mellitus ,E10-E14
2552,2013,Diabetes,Alaska,112,20.1,Diabetes mellitus ,E10-E14
2553,2013,Diabetes,Arizona,1786,23.5,Diabetes mellitus ,E10-E14
2554,2013,Diabetes,Arkansas,835,24.2,Diabetes mellitus ,E10-E14
2555,2013,Diabetes,California,8057,20.6,Diabetes mellitus ,E10-E14
2556,2013,Diabetes,Colorado,788,15.0,Diabetes mellitus ,E10-E14
2557,2013,Diabetes,Connecticut,664,14.8,Diabetes mellitus ,E10-E14
2558,2013,Diabetes,Delaware,218,19.4,Diabetes mellitus ,E10-E14
2559,2013,Diabetes,District of Columbia,108,17.9,Diabetes mellitus ,E10-E14
2560,2013,Diabetes,Florida,5238,19.2,Diabetes mellitus ,E10-E14
2561,2013,Diabetes,Georgia,2199,23.0,Diabetes mellitus ,E10-E14
2562,2013,Diabetes,Hawaii,271,15.5,Diabetes mellitus ,E10-E14
2563,2013,Diabetes,Idaho,404,23.8,Diabetes mellitus ,E10-E14
2564,2013,Diabetes,Illinois,2798,19.7,Diabetes mellitus ,E10-E14
2565,2013,Diabetes,Indiana,1943,26.3,Diabetes mellitus ,E10-E14
2566,2013,Diabetes,Iowa,747,19.0,Diabetes mellitus ,E10-E14
2567,2013,Diabetes,Kansas,654,19.8,Diabetes mellitus ,E10-E14
2568,2013,Diabetes,Kentucky,1187,24.1,Diabetes mellitus ,E10-E14
2569,2013,Diabetes,Louisiana,1329,26.9,Diabetes mellitus ,E10-E14
2570,2013,Diabetes,Maine,373,20.4,Diabetes mellitus ,E10-E14
2571,2013,Diabetes,Maryland,1249,19.1,Diabetes mellitus ,E10-E14
2572,2013,Diabetes,Massachusetts,1142,14.1,Diabetes mellitus ,E10-E14
2573,2013,Diabetes,Michigan,2825,23.8,Diabetes mellitus ,E10-E14
2574,2013,Diabetes,Minnesota,1163,18.8,Diabetes mellitus ,E10-E14
2575,2013,Diabetes,Mississippi,1071,32.9,Diabetes mellitus ,E10-E14
2576,2013,Diabetes,Missouri,1477,20.5,Diabetes mellitus ,E10-E14
2577,2013,Diabetes,Montana,250,19.7,Diabetes mellitus ,E10-E14
2578,2013,Diabetes,Nebraska,471,21.7,Diabetes mellitus ,E10-E14
2579,2013,Diabetes,Nevada,424,14.8,Diabetes mellitus ,E10-E14
2580,2013,Diabetes,New Hampshire,310,18.7,Diabetes mellitus ,E10-E14
2581,2013,Diabetes,New Jersey,2043,19.4,Diabetes mellitus ,E10-E14
2582,2013,Diabetes,New Mexico,646,27.6,Diabetes mellitus ,E10-E14
2583,2013,Diabetes,New York,4094,17.8,Diabetes mellitus ,E10-E14
2584,2013,Diabetes,North Carolina,2402,21.8,Diabetes mellitus ,E10-E14
2585,2013,Diabetes,North Dakota,197,22.3,Diabetes mellitus ,E10-E14
2586,2013,Diabetes,Ohio,3563,25.4,Diabetes mellitus ,E10-E14
2587,2013,Diabetes,Oklahoma,1269,29.9,Diabetes mellitus ,E10-E14
2588,2013,Diabetes,Oregon,1109,23.4,Diabetes mellitus ,E10-E14
2589,2013,Diabetes,Pennsylvania,3804,22.6,Diabetes mellitus ,E10-E14
2590,2013,Diabetes,Rhode Island,258,18.9,Diabetes mellitus ,E10-E14
2591,2013,Diabetes,South Carolina,1240,22.5,Diabetes mellitus ,E10-E14
2592,2013,Diabetes,South Dakota,237,22.7,Diabetes mellitus ,E10-E14
2593,2013,Diabetes,Tennessee,1827,24.8,Diabetes mellitus ,E10-E14
2594,2013,Diabetes,Texas,5273,21.6,Diabetes mellitus ,E10-E14
2596,2013,Diabetes,Utah,578,25.3,Diabetes mellitus ,E10-E14
2597,2013,Diabetes,Vermont,139,17.4,Diabetes mellitus ,E10-E14
2598,2013,Diabetes,Virginia,1626,18.4,Diabetes mellitus ,E10-E14
2599,2013,Diabetes,Washington,1616,21.3,Diabetes mellitus ,E10-E14
2600,2013,Diabetes,West Virginia,841,34.1,Diabetes mellitus ,E10-E14
2601,2013,Diabetes,Wisconsin,1285,18.5,Diabetes mellitus ,E10-E14
2602,2013,Diabetes,Wyoming,89,14.2,Diabetes mellitus ,E10-E14
2603,2013,Heart disease,Alabama,12472,228.4,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2604,2013,Heart disease,Alaska,706,135.0,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2605,2013,Heart disease,Arizona,10755,141.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2606,2013,Heart disease,Arkansas,7377,214.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2607,2013,Heart disease,California,60299,151.8,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2608,2013,Heart disease,Colorado,6456,125.7,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2609,2013,Heart disease,Connecticut,7090,148.9,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2610,2013,Heart disease,Delaware,1861,168.0,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2611,2013,Heart disease,District of Columbia,1340,213.5,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2612,2013,Heart disease,Florida,42656,149.8,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2614,2013,Heart disease,Georgia,16550,178.7,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2615,2013,Heart disease,Hawaii,2521,139.0,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2616,2013,Heart disease,Idaho,2495,145.4,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2617,2013,Heart disease,Illinois,24839,170.9,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2618,2013,Heart disease,Indiana,13773,186.2,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2619,2013,Heart disease,Iowa,6995,168.9,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2620,2013,Heart disease,Kansas,5364,156.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2621,2013,Heart disease,Kentucky,9971,203.4,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2622,2013,Heart disease,Louisiana,10346,214.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2623,2013,Heart disease,Maine,2807,152.3,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2624,2013,Heart disease,Maryland,11244,172.7,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2625,2013,Heart disease,Massachusetts,12023,141.5,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2626,2013,Heart disease,Michigan,24156,199.8,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2627,2013,Heart disease,Minnesota,7714,119.6,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2628,2013,Heart disease,Mississippi,7715,240.0,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2629,2013,Heart disease,Missouri,14095,194.7,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2630,2013,Heart disease,Montana,2004,154.3,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2631,2013,Heart disease,Nebraska,3381,147.9,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2632,2013,Heart disease,Nevada,5434,195.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2633,2013,Heart disease,New Hampshire,2434,148.9,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2634,2013,Heart disease,New Jersey,18460,170.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2635,2013,Heart disease,New Mexico,3425,147.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2636,2013,Heart disease,New York,44039,184.8,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2637,2013,Heart disease,North Carolina,17830,165.3,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2638,2013,Heart disease,North Dakota,1382,150.7,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2639,2013,Heart disease,Ohio,26878,187.9,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2640,2013,Heart disease,Oklahoma,9721,228.5,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2641,2013,Heart disease,Oregon,6523,135.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2642,2013,Heart disease,Pennsylvania,31629,179.0,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2643,2013,Heart disease,Rhode Island,2364,163.4,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2644,2013,Heart disease,South Carolina,9648,180.0,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2645,2013,Heart disease,South Dakota,1630,150.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2646,2013,Heart disease,Tennessee,14803,204.1,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2647,2013,Heart disease,Texas,40203,170.7,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2649,2013,Heart disease,Utah,3323,149.0,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2650,2013,Heart disease,Vermont,1220,149.6,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2651,2013,Heart disease,Virginia,13663,157.3,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2652,2013,Heart disease,Washington,10524,138.2,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2653,2013,Heart disease,West Virginia,4666,193.7,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2654,2013,Heart disease,Wisconsin,11362,159.3,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2655,2013,Heart disease,Wyoming,939,152.4,Diseases of heart ,"I00-I09,I11,I13,I20-I51"
2656,2013,Influenza and pneumonia,Alabama,1035,19.2,Influenza and pneumonia ,J09-J18
2657,2013,Influenza and pneumonia,Alaska,66,14.1,Influenza and pneumonia ,J09-J18
2658,2013,Influenza and pneumonia,Arizona,776,10.4,Influenza and pneumonia ,J09-J18
2659,2013,Influenza and pneumonia,Arkansas,794,23.3,Influenza and pneumonia ,J09-J18
2660,2013,Influenza and pneumonia,California,6551,16.6,Influenza and pneumonia ,J09-J18
2661,2013,Influenza and pneumonia,Colorado,606,12.0,Influenza and pneumonia ,J09-J18
2662,2013,Influenza and pneumonia,Connecticut,604,12.2,Influenza and pneumonia ,J09-J18
2663,2013,Influenza and pneumonia,Delaware,150,13.6,Influenza and pneumonia ,J09-J18
2664,2013,Influenza and pneumonia,District of Columbia,83,13.2,Influenza and pneumonia ,J09-J18
2665,2013,Influenza and pneumonia,Florida,2662,9.5,Influenza and pneumonia ,J09-J18
2666,2013,Influenza and pneumonia,Georgia,1494,16.8,Influenza and pneumonia ,J09-J18
2667,2013,Influenza and pneumonia,Hawaii,457,24.1,Influenza and pneumonia ,J09-J18
2668,2013,Influenza and pneumonia,Idaho,259,15.1,Influenza and pneumonia ,J09-J18
2669,2013,Influenza and pneumonia,Illinois,2441,16.8,Influenza and pneumonia ,J09-J18
2670,2013,Influenza and pneumonia,Indiana,1132,15.3,Influenza and pneumonia ,J09-J18
2671,2013,Influenza and pneumonia,Iowa,761,17.8,Influenza and pneumonia ,J09-J18
2672,2013,Influenza and pneumonia,Kansas,715,20.2,Influenza and pneumonia ,J09-J18
2673,2013,Influenza and pneumonia,Kentucky,919,19.1,Influenza and pneumonia ,J09-J18
2674,2013,Influenza and pneumonia,Louisiana,892,18.6,Influenza and pneumonia ,J09-J18
2675,2013,Influenza and pneumonia,Maine,258,14.0,Influenza and pneumonia ,J09-J18
2676,2013,Influenza and pneumonia,Maryland,1103,17.2,Influenza and pneumonia ,J09-J18
2677,2013,Influenza and pneumonia,Massachusetts,1551,18.0,Influenza and pneumonia ,J09-J18
2678,2013,Influenza and pneumonia,Michigan,1896,15.8,Influenza and pneumonia ,J09-J18
2679,2013,Influenza and pneumonia,Minnesota,751,11.6,Influenza and pneumonia ,J09-J18
2680,2013,Influenza and pneumonia,Mississippi,769,24.3,Influenza and pneumonia ,J09-J18
2681,2013,Influenza and pneumonia,Missouri,1352,18.7,Influenza and pneumonia ,J09-J18
2682,2013,Influenza and pneumonia,Montana,210,16.4,Influenza and pneumonia ,J09-J18
2683,2013,Influenza and pneumonia,Nebraska,343,14.5,Influenza and pneumonia ,J09-J18
2684,2013,Influenza and pneumonia,Nevada,513,18.6,Influenza and pneumonia ,J09-J18
2685,2013,Influenza and pneumonia,New Hampshire,226,13.9,Influenza and pneumonia ,J09-J18
2686,2013,Influenza and pneumonia,New Jersey,1356,12.6,Influenza and pneumonia ,J09-J18
2687,2013,Influenza and pneumonia,New Mexico,337,14.8,Influenza and pneumonia ,J09-J18
2688,2013,Influenza and pneumonia,New York,4892,20.5,Influenza and pneumonia ,J09-J18
2689,2013,Influenza and pneumonia,North Carolina,1931,18.3,Influenza and pneumonia ,J09-J18
2690,2013,Influenza and pneumonia,North Dakota,134,14.6,Influenza and pneumonia ,J09-J18
2691,2013,Influenza and pneumonia,Ohio,2374,16.6,Influenza and pneumonia ,J09-J18
2692,2013,Influenza and pneumonia,Oklahoma,759,18.0,Influenza and pneumonia ,J09-J18
2693,2013,Influenza and pneumonia,Oregon,496,10.4,Influenza and pneumonia ,J09-J18
2694,2013,Influenza and pneumonia,Pennsylvania,2884,16.2,Influenza and pneumonia ,J09-J18
2695,2013,Influenza and pneumonia,Rhode Island,195,12.9,Influenza and pneumonia ,J09-J18
2696,2013,Influenza and pneumonia,South Carolina,747,14.2,Influenza and pneumonia ,J09-J18
2697,2013,Influenza and pneumonia,South Dakota,184,16.2,Influenza and pneumonia ,J09-J18
2698,2013,Influenza and pneumonia,Tennessee,1564,22.1,Influenza and pneumonia ,J09-J18
2699,2013,Influenza and pneumonia,Texas,3339,14.4,Influenza and pneumonia ,J09-J18
2701,2013,Influenza and pneumonia,Utah,413,18.6,Influenza and pneumonia ,J09-J18
2702,2013,Influenza and pneumonia,Vermont,77,9.3,Influenza and pneumonia ,J09-J18
2703,2013,Influenza and pneumonia,Virginia,1442,17.0,Influenza and pneumonia ,J09-J18
2704,2013,Influenza and pneumonia,Washington,768,10.1,Influenza and pneumonia ,J09-J18
2705,2013,Influenza and pneumonia,West Virginia,481,20.2,Influenza and pneumonia ,J09-J18
2706,2013,Influenza and pneumonia,Wisconsin,1125,15.6,Influenza and pneumonia ,J09-J18
2707,2013,Influenza and pneumonia,Wyoming,112,18.4,Influenza and pneumonia ,J09-J18
2708,2013,Suicide,Alabama,721,14.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2709,2013,Suicide,Alaska,171,23.2,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2710,2013,Suicide,Arizona,1163,17.5,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2711,2013,Suicide,Arkansas,516,17.3,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2712,2013,Suicide,California,4025,10.2,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2713,2013,Suicide,Colorado,1007,18.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2714,2013,Suicide,Connecticut,330,8.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2715,2013,Suicide,Delaware,122,12.5,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2716,2013,Suicide,District of Columbia,38,5.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2717,2013,Suicide,Florida,2928,13.8,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2718,2013,Suicide,Georgia,1212,12.0,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2719,2013,Suicide,Hawaii,171,11.8,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2720,2013,Suicide,Idaho,308,19.2,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2721,2013,Suicide,Illinois,1321,9.9,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2722,2013,Suicide,Indiana,944,14.3,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2723,2013,Suicide,Iowa,447,14.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2724,2013,Suicide,Kansas,425,14.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2725,2013,Suicide,Kentucky,701,15.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2726,2013,Suicide,Louisiana,583,12.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2727,2013,Suicide,Maine,245,17.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2728,2013,Suicide,Maryland,569,9.2,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2729,2013,Suicide,Massachusetts,572,8.2,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2730,2013,Suicide,Michigan,1295,12.9,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2731,2013,Suicide,Minnesota,678,12.1,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2732,2013,Suicide,Mississippi,388,13.0,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2733,2013,Suicide,Missouri,960,15.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2734,2013,Suicide,Montana,243,23.7,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2735,2013,Suicide,Nebraska,220,11.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2736,2013,Suicide,Nevada,541,18.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2737,2013,Suicide,New Hampshire,185,12.8,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2738,2013,Suicide,New Jersey,757,8.0,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2739,2013,Suicide,New Mexico,431,20.3,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2740,2013,Suicide,New York,1687,8.1,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2741,2013,Suicide,North Carolina,1284,12.6,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2742,2013,Suicide,North Dakota,128,17.3,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2743,2013,Suicide,Ohio,1526,12.9,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2744,2013,Suicide,Oklahoma,665,17.2,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2745,2013,Suicide,Oregon,698,16.8,Intentional self-harm ,"*U03,X60-X84,Y87.0"
2746,2013,Suicide,Pennsylvania,1788,13.4,Intentional self-harm ,"*U03,X60-X84,Y87.0"
